YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Air_Pressure,Air_Temperature,CurrDir010,CurrDir020,CurrDir_DCS,CurrSp010,CurrSp020,CurrSp_DCS,Salinity_0m,Salinity_10m,Salinity_20m,Watertemp_0m,Watertemp_10m,Watertemp_20m,WindDirectionGill,WindSpeedGill
2015,3,12,21,0,0,101.230.469,23.5,309.375,2.896.875,34.171.875,1.328.125,292.969,3.515.625,3.445.923,3.595.703,3.575.562,22.5,1.860.059,1.781.104,320.625,181.641
2015,3,12,22,0,0,101.279.297,23.25,292.5,236.25,32.203.125,1.230.469,898.438,2.929.688,3.456.909,3.588.745,3.579.224,22.125,1.904.736,1.814.648,2.953.125,240.234
2015,3,12,23,0,0,101.337.891,23.125,27.421.875,24.890.625,298.125,1.777.344,1.113.281,2.734.375,3.462.769,3.601.563,3.579.956,2.240.625,1.983.105,1.813.037,31.851.563,193.359
2015,3,13,0,0,0,101.308.594,23.125,29.390.625,25.734.375,30.515.625,1.757.813,1.074.219,3.710.938,3.468.628,360.083,3.580.322,230.625,2.000.977,1.826.953,22.359.375,41.016
2015,3,13,1,0,0,101.357.422,23.75,29.390.625,303.75,29.953.125,2.207.031,878.906,46.875,3.462.036,3.603.394,3.582.153,24,2.046.533,184.043,3.290.625,64.453
2015,3,13,2,0,0,101.328.125,23.375,26.296.875,258.75,2.953.125,1.777.344,859.375,5.078.125,3.447.754,3.605.591,3.584.717,24,2.029.395,1.888.623,11.460.938,193.359
2015,3,13,3,0,0,101.289.063,23.5,270,298.125,29.109.375,2.519.531,9.375,4.882.813,3.453.247,3.599.365,3.585.449,24,2.047.266,1.893.604,9.632.813,392.578
2015,3,13,4,0,0,101.210.938,23,2.728.125,3.121.875,28.546.875,2.792.969,1.230.469,4.882.813,3.434.937,3.602.661,3.578.857,2.353.125,2.047.998,1.855.811,8.507.813,298.828
2015,3,13,5,0,0,101.171.875,23,27.421.875,31.359.375,27.703.125,2.304.688,1.132.813,4.882.813,3.443.726,3.603.027,3.585.083,2.315.625,2.033.936,183.999,9.632.813,234.375
2015,3,13,6,0,0,101.113.281,22.875,270,3.009.375,27.140.625,1.699.219,1.230.469,390.625,3.437.134,3.615.479,3.585.449,2.240.625,1.951.172,1.835.889,1.096.875,263.672
2015,3,13,7,0,0,101.113.281,23.5,25.453.125,28.546.875,26.859.375,1.289.063,1.269.531,2.539.063,3.437.134,3.595.703,3.585.815,2.184.375,1.916.455,1.842.627,6.046.875,216.797
2015,3,13,8,0,0,101.142.578,23.125,21.515.625,241.875,163.125,664.063,12.5,1.757.813,3.432.373,3.597.534,3.591.675,2.184.375,2.120.947,190.957,8.859.375,117.188
2015,3,13,9,0,0,101.171.875,22.625,168.75,264.375,1.434.375,1.601.563,1.035.156,234.375,339.502,3.595.337,3.584.351,2.203.125,19.771,1.837.207,11.039.063,193.359
2015,3,13,10,0,0,101.210.938,23.125,17.296.875,247.5,13.359.375,1.523.438,1.582.031,4.492.188,3.377.075,360.083,3.579.224,230.625,1.925.684,1.819.922,123.75,298.828
2015,3,13,11,0,0,101.240.234,23.75,15.890.625,230.625,1.321.875,2.617.188,1.367.188,4.882.813,3.375.977,358.252,357.666,2.371.875,1.943.701,1.807.471,101.25,357.422
2015,3,13,12,0,0,101.279.297,24.625,1.321.875,18.421.875,1.321.875,2.324.219,742.188,46.875,3.374.878,3.577.026,3.568.237,24,1.898.438,182.168,10.265.625,193.359
2015,3,13,13,0,0,101.279.297,25,135,1.715.625,13.078.125,2.558.594,703.125,4.882.813,3.359.863,3.578.857,3.571.899,2.446.875,1.866.943,1.794.434,11.109.375,228.516
2015,3,13,14,0,0,101.259.766,25,1.378.125,20.671.875,12.515.625,2.539.063,839.844,4.882.813,3.347.412,3.581.055,3.570.068,24.75,1.857.275,17.729,13.921.875,263.672
2015,3,13,15,0,0,101.220.703,25,1.265.625,118.125,1.209.375,2.402.344,7.8125,46.875,332.251,3.582.886,3.572.632,249.375,1.934.619,1.815.967,1.715.625,263.672
2015,3,13,16,0,0,101.201.172,24.375,1.209.375,11.390.625,11.953.125,25,644.531,5.078.125,3.314.819,3.584.351,3.574.097,2.521.875,192.832,1.802.783,19.828.125,380.859
2015,3,13,17,0,0,101.152.344,24.75,11.671.875,12.234.375,11.109.375,2.539.063,742.188,4.296.875,3.297.241,3.578.491,3.571.533,253.125,1.951.904,1.792.969,18.914.063,410.156
2015,3,13,18,0,0,101.113.281,24.75,1.153.125,1.153.125,984.375,3.046.875,1.113.281,3.320.313,329.248,3.575.928,3.564.941,25.125,1.968.311,1.790.918,16.945.313,369.141
2015,3,13,19,0,0,101.123.047,24.625,10.546.875,11.109.375,9.703.125,3.144.531,1.210.938,31.25,3.268.677,3.579.956,3.567.871,2.503.125,1.963.477,1.811.133,17.296.875,292.969
2015,3,13,20,0,0,101.171.875,24.75,95.625,90,95.625,3.144.531,1.308.594,31.25,3.253.296,3.568.604,3.570.068,2.503.125,1.955.713,1.824.023,23.203.125,164.063
2015,3,13,21,0,0,101.279.297,24.875,10.828.125,11.109.375,101.25,3.027.344,1.367.188,3.515.625,3.244.873,3.553.223,3.578.125,249.375,1.955.127,1.900.781,27.351.563,234.375
2015,3,13,22,0,0,101.337.891,25.25,1.153.125,10.828.125,10.265.625,2.832.031,1.171.875,3.515.625,323.645,3.549.194,3.577.026,249.375,1.941.504,1.897.559,30.234.375,292.969
2015,3,13,23,0,0,101.347.656,25.25,101.25,9.703.125,928.125,3.203.125,10.9375,3.320.313,3.222.534,3.545.532,3.574.829,249.375,1.959.668,1.892.725,22.851.563,216.797
2015,3,14,0,0,0,101.376.953,25.25,9.984.375,984.375,0,3.164.063,140.625,0,3.238.647,3.549.561,3.577.393,249.375,1.901.221,1.856.689,25.734.375,228.516
2015,3,14,1,0,0,101.347.656,25.25,9.984.375,11.390.625,112.5,2.851.563,1.367.188,390.625,3.228.394,3.544.434,3.577.026,2.503.125,1.871.045,1.843.652,26.296.875,240.234
2015,3,14,2,0,0,101.318.359,25.125,928.125,1.265.625,10.828.125,234.375,1.289.063,3.710.938,3.221.069,3.550.659,3.577.026,2.521.875,1.916.895,1.860.352,23.835.938,123.047
2015,3,14,3,0,0,101.318.359,24.75,9.703.125,11.671.875,84.375,2.265.625,1.308.594,4.101.563,320.752,3.544.434,3.577.393,25.125,197.124,1.860.059,23.414.063,134.766
2015,3,14,4,0,0,101.308.594,24.5,8.859.375,118.125,8.859.375,2.382.813,1.796.875,3.320.313,3.179.321,3.550.293,3.569.702,2.503.125,2.077.734,1.889.063,24.117.188,216.797
2015,3,14,5,0,0,101.289.063,24.625,112.5,11.390.625,84.375,2.070.313,1.542.969,2.929.688,3.177.124,3.559.082,3.545.898,2.503.125,2.124.902,187.207,25.242.188,345.703
2015,3,14,6,0,0,101.259.766,24.5,1.040.625,118.125,9.421.875,1.914.063,1.679.688,2.539.063,316.394,3.562.012,3.541.138,2.484.375,2.097.656,1.887.744,258.75,64.453
2015,3,14,7,0,0,101.279.297,24.625,135,1.321.875,10.828.125,1.835.938,1.484.375,2.734.375,3.149.658,3.559.082,3.545.166,24.75,2.094.141,1.897.705,7.171.875,134.766
2015,3,14,8,0,0,101.318.359,24.375,140.625,13.640.625,11.109.375,2.246.094,1.640.625,2.539.063,3.161.011,3.559.448,3.558.716,24.75,2.087.842,1.864.746,78.75,251.953
2015,3,14,9,0,0,101.386.719,24.375,135,1.434.375,1.321.875,2.382.813,1.621.094,2.929.688,3.162.842,3.551.758,3.543.701,24.75,20.25,1.850.537,8.085.938,164.063
2015,3,14,10,0,0,101.445.313,24.375,13.078.125,14.203.125,13.640.625,2.402.344,1.582.031,234.375,3.176.392,3.553.589,3.553.223,2.484.375,20.146,1.840.576,871.875,210.938
2015,3,14,11,0,0,101.523.438,24.75,140.625,15.046.875,13.359.375,2.871.094,2.324.219,2.148.438,3.151.123,3.560.913,3.558.716,2.465.625,2.054.297,1.838.525,8.367.188,146.484
2015,3,14,12,0,0,101.533.203,25.375,12.515.625,146.25,1.209.375,2.089.844,25,31.25,3.166.138,3.564.209,3.548.462,2.484.375,2.246.631,201.958,11.039.063,169.922
2015,3,14,13,0,0,101.533.203,25.25,10.265.625,1.378.125,1.209.375,1.699.219,1.679.688,2.539.063,3.190.674,3.549.194,356.604,25.125,2.110.693,1.799.268,15.046.875,228.516
2015,3,14,14,0,0,101.503.906,25.25,11.671.875,1.434.375,1.040.625,1.894.531,1.953.125,2.929.688,3.151.855,3.562.378,3.537.476,25.125,2.171.338,1.751.953,15.328.125,316.406
2015,3,14,15,0,0,101.445.313,25.5,1.209.375,14.765.625,112.5,18.75,2.128.906,31.25,3.188.843,3.572.632,3.537.842,253.125,2.077.148,1.738.477,157.5,351.563
2015,3,14,16,0,0,101.357.422,25.625,1.209.375,1.434.375,11.953.125,1.933.594,1.699.219,3.515.625,318.811,3.570.801,3.536.377,2.578.125,2.056.494,1.734.229,15.679.688,380.859
2015,3,14,17,0,0,101.298.828,25.75,118.125,129.375,106.875,1.972.656,18.75,3.515.625,31.698,3.568.604,3.534.912,2.578.125,2.039.209,1.725.146,16.382.813,363.281
2015,3,14,18,0,0,101.259.766,26,10.828.125,11.109.375,9.703.125,2.246.094,2.089.844,2.929.688,3.169.067,3.570.068,3.536.377,2.596.875,2.045.654,1.738.623,163.125,292.969
2015,3,14,19,0,0,101.230.469,26,11.390.625,10.546.875,10.546.875,2.695.313,2.070.313,3.515.625,3.145.264,3.570.801,3.540.405,2.578.125,2.059.863,1.767.188,15.539.063,263.672
2015,3,14,20,0,0,101.279.297,26,1.265.625,112.5,0,31.25,1.992.188,0,3.110.474,35.448,3.545.532,2.540.625,1.999.072,1.810.547,14.976.563,175.781
2015,3,14,21,0,0,101.308.594,25.625,129.375,112.5,1.040.625,3.320.313,2.148.438,2.539.063,3.118.896,3.542.969,3.539.673,25.5,2.004.199,1.693.945,14.273.438,251.953
2015,3,14,22,0,0,101.367.188,25.5,1.321.875,112.5,10.265.625,3.222.656,2.050.781,2.148.438,3.128.418,3.565.674,3.546.631,2.559.375,2.240.039,1.862.256,73.125,269.531
2015,3,14,23,0,0,10.140.625,25.375,13.078.125,11.671.875,1.153.125,3.144.531,2.011.719,234.375,3.144.531,3.572.998,3.546.631,256.875,2.219.385,1.829.883,815.625,322.266
2015,3,15,0,0,0,101.445.313,25.5,12.234.375,11.671.875,112.5,34.375,1.953.125,2.148.438,314.856,3.568.237,3.536.743,256.875,2.205.615,1.773.193,84.375,328.125
2015,3,15,1,0,0,101.464.844,25.75,1.096.875,118.125,11.953.125,3.476.563,2.734.375,234.375,317.749,3.551.392,3.549.194,2.540.625,2.199.023,1.811.426,6.890.625,304.688
2015,3,15,2,0,0,101.445.313,25.625,11.109.375,12.796.875,1.265.625,3.242.188,265.625,2.148.438,3.173.462,3.559.448,355.835,2.540.625,2.227.295,190.166,8.296.875,257.813
2015,3,15,3,0,0,101.416.016,25.25,11.109.375,12.234.375,135,2.773.438,2.753.906,31.25,3.163.208,3.556.885,3.561.646,253.125,2.181.885,1.860.059,9.421.875,292.969
2015,3,15,4,0,0,101.367.188,25,1.265.625,129.375,13.359.375,2.988.281,2.675.781,2.929.688,3.151.855,3.558.716,3.566.772,253.125,2.243.555,1.971.094,9.632.813,339.844
2015,3,15,5,0,0,101.328.125,24.875,1.265.625,1.321.875,0,2.851.563,2.675.781,0,3.141.602,3.560.547,3.563.477,253.125,2.257.617,1.986.475,8.789.063,228.516
2015,3,15,6,0,0,101.337.891,25.125,12.234.375,129.375,140.625,296.875,2.695.313,3.515.625,312.915,356.311,3.565.674,253.125,2.221.143,1.966.113,73.125,193.359
2015,3,15,7,0,0,101.347.656,24.875,12.796.875,129.375,1.378.125,2.910.156,2.929.688,3.710.938,3.112.671,3.558.716,3.564.941,2.540.625,224.751,1.992.334,8.367.188,234.375
2015,3,15,8,0,0,101.376.953,25,12.234.375,1.321.875,13.359.375,3.066.406,3.144.531,390.625,3.114.502,3.570.435,3.569.702,25.5,2.230.664,1.950.146,6.890.625,269.531
2015,3,15,9,0,0,101.435.547,24.875,123.75,1.321.875,135,2.753.906,28.125,4.101.563,3.079.346,3.570.068,3.567.505,253.125,2.222.754,1.997.754,5.273.438,216.797
2015,3,15,10,0,0,101.494.141,25,1.378.125,12.515.625,12.796.875,2.851.563,265.625,3.515.625,3.088.867,3.567.871,3.565.674,2.559.375,222.041,2.039.502,5.414.063,316.406
2015,3,15,11,0,0,101.533.203,25.375,12.796.875,12.234.375,1.209.375,1.972.656,2.421.875,2.929.688,3.096.191,3.570.435,3.566.406,25.5,220.752,2.035.107,4.289.063,451.172
2015,3,15,12,0,0,1.015.625,25.875,11.671.875,1.040.625,1.209.375,1.757.813,2.324.219,2.929.688,3.105.347,3.572.266,3.569.702,2.521.875,2.191.113,1.915.869,4.640.625,363.281
2015,3,15,13,0,0,101.552.734,26.75,11.953.125,1.209.375,1.209.375,1.660.156,2.148.438,3.320.313,3.098.022,3.569.336,3.565.674,2.540.625,2.139.111,1.926.709,6.257.813,398.438
2015,3,15,14,0,0,101.523.438,26.625,1.153.125,1.153.125,12.796.875,1.445.313,1.660.156,31.25,3.084.106,3.577.026,3.569.702,2.540.625,2.075.244,1.889.795,112.5,257.813
2015,3,15,15,0,0,101.445.313,26.25,13.640.625,1.265.625,12.515.625,2.304.688,1.894.531,2.929.688,3.081.543,3.571.533,3.571.167,256.875,221.748,186.416,1.209.375,509.766
2015,3,15,16,0,0,101.357.422,26.125,1.321.875,12.796.875,123.75,203.125,1.855.469,2.539.063,3.159.912,3.576.294,357.373,256.875,2.190.381,1.901.514,11.320.313,597.656
2015,3,15,17,0,0,101.298.828,26,1.378.125,129.375,1.209.375,1.660.156,1.835.938,2.148.438,3.145.264,357.373,3.569.702,25.875,2.188.477,1.849.805,11.039.063,503.906
2015,3,15,18,0,0,101.279.297,26.5,12.234.375,12.234.375,1.209.375,2.675.781,1.992.188,1.367.188,311.084,3.570.801,356.897,260.625,2.275.342,1.919.824,11.179.688,580.078
2015,3,15,19,0,0,101.240.234,26.375,9.984.375,9.703.125,9.984.375,1.757.813,1.855.469,1.757.813,3.101.685,3.573.364,356.311,260.625,2.164.746,1.831.348,10.054.688,609.375
2015,3,15,20,0,0,101.279.297,26,8.296.875,10.828.125,101.25,2.714.844,1.660.156,15.625,3.097.656,357.373,3.575.195,260.625,2.191.406,1.896.826,10.476.563,644.531
2015,3,15,21,0,0,101.347.656,25.875,0,0,871.875,0,0,1.367.188,3.073.853,3.575.562,3.578.491,2.596.875,2.183.643,1.843.799,10.195.313,556.641
2015,3,15,22,0,0,10.140.625,25.625,871.875,112.5,10.265.625,2.519.531,1.894.531,976.563,3.093.262,3.563.477,3.565.674,25.875,23.354,1.997.461,90,503.906
2015,3,15,23,0,0,101.425.781,25.5,7.734.375,112.5,135,2.558.594,1.972.656,976.563,3.176.758,3.571.899,3.571.167,2.578.125,2.269.482,1.972.705,928.125,480.469
2015,3,16,0,0,0,101.474.609,25.625,6.609.375,928.125,14.203.125,3.105.469,1.699.219,976.563,3.188.843,3.571.167,358.728,2.578.125,2.298.047,191.499,9.070.313,568.359
2015,3,16,1,0,0,101.494.141,25.625,8.578.125,118.125,16.453.125,2.734.375,1.953.125,976.563,3.167.969,3.577.759,3.574.463,256.875,2.234.033,1.925.391,6.609.375,638.672
2015,3,16,2,0,0,101.425.781,25.25,928.125,118.125,1.828.125,3.203.125,2.148.438,1.367.188,3.162.842,3.519.165,3.559.814,256.875,2.219.971,2.046.826,871.875,662.109
2015,3,16,3,0,0,101.376.953,25.375,10.265.625,11.953.125,1.940.625,2.539.063,1.777.344,1.757.813,3.152.222,353.894,3.583.984,2.540.625,2.250.732,188.335,8.296.875,662.109
2015,3,16,4,0,0,101.347.656,25.125,10.546.875,1.153.125,18.421.875,1.582.031,1.367.188,1.757.813,3.161.011,3.573.364,3.570.801,2.521.875,2.224.219,1.846.582,78.75,521.484
2015,3,16,5,0,0,101.308.594,24.875,1.096.875,13.078.125,163.125,1.445.313,1.230.469,1.953.125,3.159.912,3.574.829,3.570.801,25.125,2.172.949,180.293,703.125,363.281
2015,3,16,6,0,0,101.269.531,25.375,13.078.125,13.359.375,151.875,1.738.281,1.445.313,1.953.125,3.136.108,3.568.237,3.564.575,2.503.125,2.151.416,1.822.705,6.257.813,515.625
2015,3,16,7,0,0,101.269.531,25.25,140.625,9.140.625,15.609.375,1.757.813,878.906,234.375,3.119.263,3.583.252,3.565.674,24.75,2.058.545,1.781.104,5.976.563,509.766
2015,3,16,8,0,0,101.289.063,25,1.265.625,112.5,15.328.125,2.324.219,1.210.938,234.375,3.127.686,3.572.998,3.565.674,2.446.875,20.625,1.783.154,815.625,568.359
2015,3,16,9,0,0,101.337.891,24.75,12.234.375,11.390.625,1.490.625,2.226.563,1.035.156,2.734.375,3.096.558,3.574.463,356.897,24,204.375,1.789.453,7.734.375,433.594
2015,3,16,10,0,0,101.396.484,24.375,10.828.125,9.140.625,157.5,2.324.219,140.625,1.757.813,3.090.698,3.560.913,3.569.336,2.371.875,2.008.301,1.779.199,7.382.813,404.297
2015,3,16,11,0,0,101.435.547,25.375,9.984.375,1.040.625,13.078.125,2.285.156,1.640.625,1.367.188,3.085.938,3.551.392,3.577.026,2.353.125,2.134.277,1.917.041,6.328.125,738.281
2015,3,16,12,0,0,101.425.781,26,95.625,8.296.875,1.659.375,1.152.344,1.777.344,2.148.438,3.063.232,3.578.857,3.587.646,23.25,2.189.209,1.903.418,5.976.563,738.281
2015,3,16,13,0,0,101.425.781,26,163.125,123.75,16.734.375,976.563,761.719,1.757.813,307.312,3.565.674,3.571.167,23.25,2.093.701,1.820.801,6.398.438,609.375
2015,3,16,14,0,0,101.386.719,26.25,11.953.125,118.125,1.715.625,9.375,976.563,976.563,307.312,3.574.097,3.568.237,2.353.125,2.141.162,181.582,7.242.188,486.328
2015,3,16,15,0,0,101.298.828,25.125,13.640.625,984.375,15.890.625,820.313,976.563,976.563,3.055.908,3.586.182,3.575.928,23.625,2.140.869,1.857.422,10.828.125,474.609
2015,3,16,16,0,0,101.201.172,25.125,7.171.875,6.609.375,15.890.625,585.938,566.406,1.367.188,3.043.457,357.959,3.571.167,238.125,20.521,1.822.705,106.875,527.344
2015,3,16,17,0,0,101.132.813,25.5,17.859.375,8.578.125,1.715.625,371.094,722.656,195.313,3.032.837,353.418,3.583.618,24,2.301.563,196.875,106.875,574.219
2015,3,16,18,0,0,10.109.375,25.125,191.25,118.125,2.390.625,546.875,761.719,390.625,3.026.978,353.894,3.585.449,2.390.625,2.287.207,19.771,9.773.438,550.781
2015,3,16,19,0,0,101.083.984,25.125,1.659.375,1.378.125,208.125,566.406,976.563,390.625,3.018.921,3.533.081,3.584.351,238.125,2.288.086,1.951.758,11.742.188,509.766
2015,3,16,20,0,0,10.109.375,25.5,180,1.434.375,15.609.375,1.425.781,1.386.719,195.313,3.002.808,3.558.716,3.578.857,238.125,2.181.445,1.874.268,10.335.938,609.375
2015,3,16,21,0,0,101.162.109,25,174.375,11.390.625,129.375,1.347.656,1.835.938,390.625,3.007.935,3.556.519,3.571.533,238.125,2.088.574,1.818.311,11.039.063,4.6875
2015,3,16,22,0,0,1012.5,24.5,15.328.125,1.321.875,101.25,1.855.469,1.855.469,390.625,3.009.033,356.311,3.581.055,238.125,2.103.223,1.870.752,10.828.125,386.719
2015,3,16,23,0,0,101.308.594,24.625,13.078.125,135,8.296.875,1.367.188,1.601.563,585.938,3.002.808,3.575.928,3.584.351,2.390.625,2.248.682,1.984.277,984.375,339.844
2015,3,17,0,0,0,101.503.906,24.875,129.375,1.265.625,703.125,1.386.719,1.386.719,585.938,2.994.751,3.548.096,3.581.787,2.390.625,2.318.701,1.959.229,2.615.625,175.781
2015,3,17,1,0,0,101.445.313,24.875,10.546.875,10.828.125,1.096.875,15.625,1.523.438,585.938,3.016.724,3.573.364,3.579.224,24,2.209.863,1.971.973,11.179.688,392.578
2015,3,17,2,0,0,101.425.781,24.5,13.078.125,11.390.625,14.484.375,171.875,1.484.375,976.563,3.007.935,3.581.787,3.604.126,24,2.186.572,1.910.596,95.625,240.234
2015,3,17,3,0,0,10.140.625,25,12.796.875,123.75,135,171.875,1.464.844,390.625,3.020.752,3.560.547,3.578.125,2.428.125,232.793,1.988.086,1.898.438,398.438
2015,3,17,4,0,0,101.337.891,24.75,1.546.875,11.671.875,15.328.125,1.816.406,1.230.469,1.367.188,3.021.851,357.666,3.575.928,24.375,2.114.941,1.914.697,30.585.938,205.078
2015,3,17,5,0,0,101.269.531,24.875,13.078.125,1.153.125,151.875,1.582.031,1.816.406,976.563,2.996.948,3.580.322,358.252,24.375,2.143.652,1.932.422,25.171.875,316.406
2015,3,17,6,0,0,101.259.766,24.75,12.515.625,11.390.625,16.171.875,2.167.969,2.246.094,1.171.875,2.994.385,3.570.801,3.579.224,2.428.125,2.323.975,199.248,30.726.563,164.063
2015,3,17,7,0,0,101.289.063,24.25,13.078.125,1.209.375,1.378.125,2.011.719,15.625,1.367.188,2.987.061,3.564.941,358.252,241.875,2.160.938,1.935.352,3.178.125,275.391
2015,3,17,8,0,0,101.318.359,24,22.5,11.671.875,13.359.375,332.031,1.425.781,1.757.813,2.986.328,3.586.182,3.585.815,241.875,2.177.783,1.931.689,33.679.688,304.688
2015,3,17,9,0,0,101.376.953,23.875,11.671.875,1.265.625,12.515.625,2.109.375,1.738.281,1.757.813,2.984.863,3.571.899,3.575.195,241.875,2.326.758,2.020.166,70.313,193.359
2015,3,17,10,0,0,101.464.844,24.125,112.5,123.75,11.671.875,1.816.406,2.285.156,976.563,2.973.511,3.572.266,3.574.463,24,2.321.338,1.998.047,33.257.813,175.781
2015,3,17,11,0,0,1.015.625,24.25,871.875,11.671.875,101.25,1.074.219,2.011.719,2.148.438,2.989.624,3.559.814,3.578.125,2.465.625,2.374.219,1.969.922,35.367.188,275.391
2015,3,17,12,0,0,101.611.328,24.75,9.703.125,10.828.125,10.828.125,1.269.531,2.871.094,2.148.438,2.986.694,3.575.928,3.574.097,2.503.125,2.206.201,1.975.342,1.476.563,199.219
2015,3,17,13,0,0,101.621.094,25.375,1.153.125,123.75,10.546.875,2.070.313,2.871.094,1.953.125,2.992.188,3.578.125,3.564.941,253.125,2.177.051,1.958.057,31.921.875,205.078
2015,3,17,14,0,0,101.611.328,25.625,11.390.625,9.703.125,984.375,1.953.125,2.226.563,1.953.125,2.997.681,3.613.647,3.584.717,2.540.625,2.306.104,191.543,264.375,2.8125
2015,3,17,15,0,0,101.591.797,25.625,13.359.375,10.546.875,9.984.375,1.953.125,25,2.929.688,2.989.258,3.577.759,3.584.717,25.5,2.227.441,1.897.559,25.804.688,480.469
2015,3,17,16,0,0,101.552.734,25.5,129.375,10.828.125,9.984.375,2.109.375,1.796.875,31.25,3.000.977,3.568.237,3.572.632,253.125,2.378.906,1.940.332,25.664.063,556.641
2015,3,17,17,0,0,101.503.906,25.625,12.796.875,984.375,8.859.375,2.714.844,2.421.875,3.320.313,2.957.764,3.578.125,3.575.928,253.125,2.272.559,1.949.561,2.559.375,568.359
2015,3,17,18,0,0,101.494.141,25.5,123.75,1.096.875,8.859.375,3.457.031,2.929.688,3.320.313,3.055.176,3.553.589,3.561.646,253.125,2.475.439,2.098.096,2.559.375,609.375
2015,3,17,19,0,0,101.503.906,25.5,12.515.625,106.875,9.703.125,3.574.219,3.457.031,3.515.625,3.251.831,3.564.575,3.554.688,2.540.625,2.453.174,199.541,25.664.063,515.625
2015,3,17,20,0,0,101.503.906,25.375,1.096.875,12.234.375,984.375,359.375,4.160.156,390.625,3.247.803,3.559.814,3.552.856,2.540.625,2.530.078,216.709,24.328.125,416.016
2015,3,17,21,0,0,101.552.734,25.25,118.125,1.153.125,106.875,3.867.188,390.625,390.625,3.255.493,3.560.547,3.534.912,25.5,2.465.039,1.946.338,24.328.125,234.375
2015,3,17,22,0,0,101.601.563,25.25,1.209.375,11.953.125,9.703.125,515.625,5.253.906,4.492.188,3.266.113,3.557.617,3.555.786,25.5,2.486.865,2.121.533,1.265.625,134.766
2015,3,17,23,0,0,101.640.625,25.125,118.125,11.953.125,106.875,4.941.406,5.117.188,4.492.188,3.262.451,3.587.646,3.559.448,25.5,2.399.707,2.095.459,15.679.688,117.188
2015,3,18,0,0,0,101.708.984,25.125,11.390.625,10.828.125,10.546.875,5.839.844,6.035.156,4.296.875,326.062,357.959,3.527.954,25.5,2.411.572,2.115.527,11.671.875,134.766
2015,3,18,1,0,0,10.171.875,25.125,11.671.875,10.828.125,11.390.625,640.625,5.644.531,4.101.563,3.239.014,356.604,3.537.842,2.559.375,2.393.994,2.042.871,11.179.688,246.094
2015,3,18,2,0,0,101.689.453,24.875,10.265.625,10.546.875,11.390.625,515.625,7.070.313,4.101.563,3.254.395,3.542.603,3.560.181,2.559.375,2.434.863,2.303.467,759.375,322.266
2015,3,18,3,0,0,101.640.625,25,106.875,10.828.125,123.75,5.429.688,6.445.313,4.882.813,3.246.338,3.560.547,3.567.139,2.559.375,241.333,23.354,703.125,275.391
2015,3,18,4,0,0,101.601.563,24.875,1.153.125,10.828.125,129.375,5.976.563,546.875,5.078.125,3.244.141,355.249,3.571.899,2.559.375,2.425.635,2.291.016,6.820.313,82.031
2015,3,18,5,0,0,1.015.625,25.125,11.390.625,101.25,13.359.375,5.859.375,5.175.781,5.273.438,3.241.943,3.542.236,3.576.294,25.5,2.403.516,2.229.785,35.507.813,158.203
2015,3,18,6,0,0,101.552.734,25.125,11.390.625,984.375,12.796.875,5.195.313,4.941.406,5.664.063,3.244.873,3.563.477,3.572.632,2.540.625,2.425.635,2.210.889,67.5,164.063
2015,3,18,7,0,0,101.552.734,25.125,1.153.125,9.984.375,12.515.625,234.375,40.625,5.859.375,325.293,3.542.603,3.582.153,25.5,2.466.943,2.260.693,646.875,210.938
2015,3,18,8,0,0,101.582.031,25.25,106.875,95.625,12.515.625,5.292.969,4.335.938,546.875,3.229.858,3.545.166,3.581.421,2.559.375,2.477.051,2.229.932,210.938,240.234
2015,3,18,9,0,0,101.650.391,25.125,10.265.625,11.109.375,12.234.375,4.882.813,3.925.781,5.664.063,3.229.858,3.547.363,3.582.886,25.5,2.446.729,2.200.342,3.346.875,123.047
2015,3,18,10,0,0,101.679.688,25.375,928.125,984.375,12.796.875,37.5,3.066.406,4.882.813,3.221.436,3.538.208,3.585.449,2.559.375,2.485.547,219.126,421.875,199.219
2015,3,18,11,0,0,101.757.813,26.375,95.625,106.875,1.265.625,4.414.063,3.105.469,4.492.188,3.209.351,3.539.307,3.583.618,25.875,2.427.979,2.162.842,8.648.438,9.375
2015,3,18,12,0,0,101.777.344,25.75,10.265.625,10.546.875,123.75,4.863.281,3.261.719,46.875,3.210.449,3.540.771,358.252,2.615.625,24.104,2.283.252,15.257.813,164.063
2015,3,18,13,0,0,101.796.875,25.625,10.265.625,928.125,1.265.625,3.691.406,3.261.719,4.101.563,3.204.224,3.545.166,3.544.067,2.615.625,2.392.383,2.238.428,1.659.375,228.516
2015,3,18,14,0,0,101.767.578,25.625,1.040.625,1.040.625,1.265.625,328.125,328.125,2.734.375,3.184.814,3.542.969,3.581.055,2.634.375,2.353.857,225.542,16.453.125,322.266
2015,3,18,15,0,0,101.708.984,25.75,10.828.125,112.5,11.671.875,3.359.375,2.324.219,390.625,3.190.674,3.545.898,358.728,2.634.375,2.353.418,2.257.178,18.492.188,521.484
2015,3,18,16,0,0,101.650.391,26,11.109.375,10.828.125,11.671.875,2.519.531,18.75,2.148.438,3.190.308,3.545.898,3.573.364,2.634.375,237.583,2.241.943,16.664.063,609.375
